Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1741160769,55,,Aggregated,430.800000,0.000000,7,10,12,14,19,25,34,44,130,410,450,13813,3,7,10.402613101315856,1.6762359882704914,451.69938800972886,23574.73271555781
1741160769,56,,Aggregated,430.800000,0.000000,8,10,12,14,19,25,34,45,110,410,450,14060,3,8,10.434235340861719,1.6762359882704914,451.69938800972886,23819.958321479375
1741160770,56,,Aggregated,435.000000,0.000000,8,10,12,14,20,25,34,45,110,410,450,14310,3,8,10.460840981382637,1.6762359882704914,451.69938800972886,24072.725227113908
1741160770,57,,Aggregated,435.000000,0.000000,8,10,12,14,20,26,35,45,110,410,450,14561,3,8,10.50392575768911,1.6762359882704914,451.69938800972886,24486.20912025273
1741160771,57,,Aggregated,444.600000,0.000000,8,10,12,14,20,26,35,45,110,410,450,14815,3,8,10.518812775951183,1.6762359882704914,451.69938800972886,24775.81032737091
1741160771,58,,Aggregated,444.600000,0.000000,8,10,12,14,20,26,35,45,110,410,450,15047,3,8,10.57019433142626,1.6762359882704914,451.69938800972886,25116.07071176979
1741160772,58,,Aggregated,451.300000,0.000000,8,10,12,14,20,26,35,46,110,410,450,15305,3,8,10.62122438053253,1.6762359882704914,451.69938800972886,25512.018752041815
1741160772,59,,Aggregated,451.300000,0.000000,8,10,12,14,20,26,35,47,130,410,450,15561,3,8,10.69306877501584,1.6762359882704914,451.69938800972886,25863.501317396054
1741160773,59,,Aggregated,461.200000,0.000000,8,10,12,14,20,26,35,47,130,410,450,15795,3,8,10.73088012264056,1.6762359882704914,451.69938800972886,26289.3012345679
1741160773,60,,Aggregated,461.200000,0.000000,8,10,12,14,20,26,36,48,130,410,450,16065,3,8,10.823450857263849,1.6762359882704914,451.69938800972886,26744.910177404294
1741160774,60,,Aggregated,468.700000,0.000000,8,10,12,14,21,27,36,48,130,410,450,16346,3,8,10.883869409400871,1.6762359882704914,451.69938800972886,27169.012908356784
1741160774,61,,Aggregated,468.700000,0.000000,8,10,13,15,21,27,36,48,130,410,450,16619,3,8,10.925240464112417,1.6762359882704914,451.69938800972886,27531.50231662555
1741160775,61,,Aggregated,473.700000,0.000000,8,10,13,15,21,27,37,49,130,410,450,16898,3,8,10.976165949163766,1.6762359882704914,451.69938800972886,27848.848976210204
1741160775,62,,Aggregated,473.700000,0.000000,8,10,13,15,21,27,37,49,120,410,450,17166,3,8,11.01298261935946,1.6762359882704914,451.69938800972886,28150.288593731795
1741160776,62,,Aggregated,484.100000,0.000000,8,10,13,15,21,27,37,49,120,410,450,17415,3,8,11.081100075778146,1.6762359882704914,451.69938800972886,28460.020040195235
1741160776,63,,Aggregated,484.100000,0.000000,8,10,13,15,21,27,38,50,120,410,450,17662,3,8,11.122487466857605,1.6762359882704914,451.69938800972886,28846.92452723361
1741160777,63,,Aggregated,495.700000,0.000000,8,10,13,15,21,27,38,50,120,410,450,17954,3,8,11.189622470365022,1.6762359882704914,451.69938800972886,29301.35518547399
1741160777,64,,Aggregated,495.700000,0.000000,8,11,13,15,22,28,39,51,110,410,450,18241,3,8,11.295493582246063,1.6762359882704914,451.69938800972886,29620.79831149608
1741160778,64,,Aggregated,499.400000,0.000000,8,11,13,15,22,28,39,51,110,410,450,18495,3,8,11.327392843398476,1.675382984103635,451.69938800972886,29990.08456339551
1741160778,65,,Aggregated,499.400000,0.000000,8,11,13,15,22,28,39,51,110,410,450,18785,3,8,11.397827041083424,1.675382984103635,451.69938800972886,30444.339206813947
1741160779,65,,Aggregated,503.100000,0.000000,8,11,13,15,22,28,40,52,110,410,450,19084,3,8,11.474389911162806,1.675382984103635,451.69938800972886,30822.685914902537
1741160779,66,,Aggregated,503.100000,0.000000,8,11,13,16,22,28,40,52,110,410,450,19365,3,8,11.513944608346025,1.675382984103635,451.69938800972886,31172.588226181255
